"F_Id","F_EnCode","F_FullName","F_Gender","F_DepartmentName","F_PositionName","F_WorkingNature","F_IDNumber","F_Telephone","F_AttendWorkTime","F_Birthday","F_Education","F_Major","F_GraduationAcademy","F_GraduationTime","F_Description","F_SortCode","F_EnabledMark","F_CreatorTime","F_CreatorUserId","F_LastModifyTime","F_LastModifyUserId","F_DeleteMark","F_DeleteTime","F_DeleteUserId"
"0360263a870547d1bc1f57b1065919bf","181028","桂白山","男","技术部","软件工程师","合同制","350206195802081000","18306926842",,,"本科","计算机",,,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"037d5a5ae94a492b9b4e4245891c5741","181013","时紫安","女","技术部",,"合同制","350211196910033000","15002581827",,,"大专","计算机",,,,,,"23/3/2021 08:51:37","admin",,,,,
"037e13357243478a83ef92bc20a81064","181009","牧冰萍","男","技术部",,"合同制","350202196003035000","15605324992",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"03839554580e438c88d2e902661ec879","181015","越翠绿","男","技术部",,"合同制","350202198105274000","18708058142",,,"本科","计算机",,,,,,"23/3/2021 08:51:41","admin",,,,,
"03d3d0d5a8564aa19b8f2cceae573474","181010","农翠芙","女","技术部",,"合同制","350206197311102000","18507177130",,,"本科","计算机",,,,,,"23/3/2021 08:51:36","admin",,,,,
"03ff60e7dcce458f89945d670536631a","181015","越翠绿","男","技术部",,"合同制","350202198105274000","18708058142",,,"本科","计算机",,,,,,"23/3/2021 08:51:36","admin",,,,,
"0475adde904f4695b11a668358416d3b","181008","卫丹雪","男","技术部",,"合同制","350201195306080000","13401200235",,,"本科","计算机",,,,,,"23/3/2021 08:48:45","admin",,,,,
"04d48c1d36414f3da7bd6d466f0f014a","181008","卫丹雪","男","技术部",,"合同制","350201195306080000","13401200235",,,"本科","计算机",,,,,,"23/3/2021 08:51:29","admin",,,,,
"055f682f07374410a2688532be97e506","181001","於友绿","男","技术部",,"合同制","350203195408294000","13204914516",,,"本科","计算机",,,,,,"23/3/2021 08:48:45","admin",,,,,
"067c844e900e41ae8bb848028465e487","181011","巩痴灵","男","技术部","系统测试工程师","合同制","350203195005123000","18808138242","6/1/2013 00:00:00","12/5/1950 00:00:00","本科","计算机",,,,"171208131019537",,"8/12/2017 13:10:20","admin",,,,,
"06fc911a2b4b4b138093e04bcf1e1baa","181005","游如柏","男","技术部","网络管理员","合同制","350205195607145000","17708738938",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"07c8e26da40a488cb414dc46e913f1a9","181020","於迎曼","男","技术部",,"合同制","350203195009011000","13204894498",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"07fb730bd7eb4cac927d62b9596d47db","181008","卫丹雪","男","技术部",,"合同制","350201195306080000","13401200235",,,"本科","计算机",,,,,,"23/3/2021 08:51:31","admin",,,,,
"084112d924ab4a84bdc691c996bbdf95","181016","訾元珊","男","技术部",,"合同制","35020319710706252X","18808298428",,,"本科","计算机",,,,,,"23/3/2021 08:51:29","admin",,,,,
"086c2da432084a709d751262e4c34dbc","181003","禹千青","女","技术部","产品开发技术员","合同制","350201198102091000","15103042363","10/11/2010 00:00:00","9/2/1981 00:00:00","本科","计算机",,,,"171208131018727",,"8/12/2017 13:10:19","admin",,,,,
"09bc651852644031a529b5ba1e60eea7","181020","於迎曼","男","技术部",,"合同制","350203195009011000","13204894498",,,"本科","计算机",,,,,,"23/3/2021 08:48:45","admin",,,,,
"0a4e4c1965e84628b88368c1235da6f8","181006","武水绿","男","技术部",,"合同制","350205195906290000","15305815559",,,"本科","计算机",,,,,,"23/3/2021 08:51:38","admin",,,,,
"0a9c1dc9e9ce4712b2deee5e4865de98","181019","毕幼柏","男","技术部",,"合同制","350202197702093000","13902441672",,,"本科","计算机",,,,,,"23/3/2021 08:51:31","admin",,,,,
"0aceab285554417592af708766e90ac4","181014","祁凌瑶","男","技术部",,"合同制","350205197906133000","15103012323",,,"本科","计算机",,,,,,"23/3/2021 08:51:32","admin",,,,,
"0be7cc2b025242cd8883eac00c90cce6","181005","游如柏","男","技术部",,"合同制","350205195607145000","17708738938",,,"本科","计算机",,,,,,"23/3/2021 08:51:31","admin",,,,,
"0c6b8838778a452fb410cbdcab2461c4","181029","红幻波","男","技术部",,"合同制","35020419601122205X","17708718904",,,"本科","计算机",,,,,,"23/3/2021 08:51:29","admin",,,,,
"0d1c9c98267d499f85d47fe45e410db2","181027","江觅风","男","技术部",,"合同制","350205196810292000","15803703121",,,"本科","计算机",,,,,,"23/3/2021 08:48:49","admin",,,,,
"0db3211e7d454b98a458492377dcd672","181011","巩痴灵","男","技术部",,"合同制","350203195005123000","18808138242",,,"本科","计算机",,,,,,"23/3/2021 08:48:45","admin",,,,,
"0e5debf948d34c1388b22f9cfa440494","181013","时紫安","女","技术部","产品开发技术员","合同制","350211196910033000","15002581827",,,"大专","计算机",,,,,,"23/9/2020 03:07:21","login_token_a63f379182c64e909ad9db1b506534d7",,,,,
"0ec2c66176a44535ac4c34da2d4723a0","181019","毕幼柏","男","技术部",,"合同制","350202197702093000","13902441672",,,"本科","计算机",,,,,,"23/3/2021 08:48:52","admin",,,,,
"0ed5d5aac77842838e498d0dec6c75f5","181017","谷雁菱","男","技术部","网络管理员","合同制","350201196308291000","15605385069",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"0f11796749f64cbdbc8c35c3a1d119a8","181022","丘紫雪","男","技术部",,"合同制","350205196504214000","15803883332",,,"大专","计算机",,,,,,"23/3/2021 08:51:33","admin",,,,,
"0f88cfb7a03243d78463162efc5fd98b","181026","芮秋双","女","技术部","数据库工程师","合同制","350203196402290000","15505014641","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"18/8/2020 11:44:34","admin",,,,,
"114c8a89f1894f0f9e340ad48551225a","181029","红幻波","男","技术部",,"合同制","35020419601122205X","17708718904",,,"本科","计算机",,,,,,"23/3/2021 08:51:36","admin",,,,,
"11aa6f7768d64a3d890650b59c954e13","181001","於友绿","男","技术部",,"合同制","350203195408294000","13204914516",,,"本科","计算机",,,,,,"23/3/2021 08:51:38","admin",,,,,
"12039725a349416da3cf74b21bd3298f","181006","武水绿","男","技术部",,"合同制","350205195906290000","15305815559",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"124cd2e61b5c47a19f689bd6e30ee785","181030","霍涵蕾","男","技术部","安全工程师","合同制","350206198205094000","15904073555",,,"本科","计算机",,,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"12a09458bea64eb2b6faba9b1e2a7e9f","181012","舒安容","男","技术部","网络工程师","合同制","350204198208202000","15203352716",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"12e70eadd3464d718e7209c935a0d89a","181018","广醉薇","男","技术部","包装设计师","合同制","350205195609220000","18707887951","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"20/8/2020 14:29:46","login_token_1728348620fe405b963d00ff97836a9a",,,,,
"1308c165cf0d4102bf99660df206f2d8","100001","佘亚头","男","技术部",,"合同制","350201198102091000","18518888888",,,"本科","计算机","厦门大学",,,,,"23/3/2021 08:51:29","admin",,,,,
"131c21c2a5ab4a3cb8d8e8622ebe5173","181013","时紫安","女","技术部",,"合同制","350211196910033000","15002581827",,,"大专","计算机",,,,,,"23/3/2021 08:51:41","admin",,,,,
"13291845374e4c8c8105901aa6a47d94","181026","芮秋双","女","技术部",,"合同制","350203196402290000","15505014641",,,"本科","计算机",,,,,,"23/3/2021 08:48:52","admin",,,,,
"13bcfe7ba49b4f6b822e5f3a2a284eb3","181012","舒安容","男","技术部",,"合同制","350204198208202000","15203352716",,,"本科","计算机",,,,,,"23/3/2021 08:48:48","admin",,,,,
"14464460bc0a4dc78b62bacfaaab9b73","181028","桂白山","男","技术部",,"合同制","350206195802081000","18306926842",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"14ba5711661f4dc4a726b463789881c5","181023","党天春","男","技术部",,"合同制","350202196703075000","18206606474",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"14d749c70fd646cdbca85a76d4dd22ad","181027","江觅风","男","技术部",,"合同制","350205196810292000","15803703121",,,"本科","计算机",,,,,,"23/3/2021 08:48:50","admin",,,,,
"15277fba36a343b989bd881f3e1e9e85","181009","牧冰萍","男","技术部","产品规划主管","合同制","350202196003035000","15605324992",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"155421be26214dfca9a5d4456eec0fe6","181004","乜以寒","男","技术部",,"合同制","350203195408294000","18908498650",,,"本科","计算机",,,,,,"23/3/2021 08:48:46","admin",,,,,
"15be67789eef49ec8dd1ba9f36b9ef7b","181004","乜以寒","男","技术部",,"合同制","350203195408294000","18908498650",,,"本科","计算机",,,,,,"23/3/2021 08:48:51","admin",,,,,
"15ef3c61a2f94e00b689ad32f99340c0","181003","禹千青","女","技术部",,"合同制","350201198102091000","15103042363",,,"本科","计算机",,,,,,"23/3/2021 08:48:46","admin",,,,,
"16cf638fa2bd4e7cbf98c4cafef4fc0c","181017","谷雁菱","男","技术部","网络管理员","合同制","350201196308291000","15605385069","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"20/8/2020 14:29:46","login_token_1728348620fe405b963d00ff97836a9a",,,,,
"16d1c1ad6bbb4d11aae49c9d559cbd71","181026","芮秋双","女","技术部","数据库工程师","合同制","350203196402290000","15505014641","6/1/2011 00:00:00","29/2/1964 00:00:00","本科","计算机",,,,"171208131021053",,"8/12/2017 13:10:22","admin",,,,,
"171a95bb6c134d5199b7093bf0bcf667","181030","霍涵蕾","男","技术部",,"合同制","350206198205094000","15904073555",,,"本科","计算机",,,,,,"23/3/2021 08:48:51","admin",,,,,
"17e890f5dbe24b15963493126384f66b","181022","丘紫雪","男","技术部","网络安全工程师","合同制","350205196504214000","15803883332","25/2/2009 00:00:00","21/4/1965 00:00:00","大专","计算机",,,,"171208131020647",,"8/12/2017 13:10:21","admin",,,,,
"18633d56a4e94eae8d53fa1bd92b15df","181021","杜凝蝶","女","技术部",,"合同制","350211196206073000","15703472856",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"18a8a6d38b244f51a38ad3d151adf9cc","181022","丘紫雪","男","技术部",,"合同制","350205196504214000","15803883332",,,"大专","计算机",,,,,,"23/3/2021 08:48:45","admin",,,,,
"18bb8d3576bd4f4cb90c10f7ca56540d","181020","於迎曼","男","技术部","硬件工程师","合同制","350203195009011000","13204894498",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"18f9b58ed31e41848652aff1b2e3a1f4","181015","越翠绿","男","技术部","软件工程师","合同制","350202198105274000","18708058142","19/11/2006 00:00:00","27/5/1981 00:00:00","本科","计算机",,,,"171208131019940",,"8/12/2017 13:10:20","admin",,,,,
"19665864300b4884a2f1e5a8edc32a7b","181010","农翠芙","女","技术部",,"合同制","350206197311102000","18507177130",,,"本科","计算机",,,,,,"23/3/2021 08:51:38","admin",,,,,
"1973b33da97d4d30aac77210ab9a960c","181026","芮秋双","女","技术部",,"合同制","350203196402290000","15505014641",,,"本科","计算机",,,,,,"23/3/2021 08:48:52","admin",,,,,
"199f7089c2a14adf9e64f37d26675f54","181007","终念寒","男","技术部",,"合同制","350205196303282000","17607637666",,,"大专","计算机",,,,,,"23/3/2021 08:48:55","admin",,,,,
"1b204ec503534ffbb550b700e97ad0bb","181017","谷雁菱","男","技术部",,"合同制","350201196308291000","15605385069",,,"本科","计算机",,,,,,"23/3/2021 08:51:29","admin",,,,,
"1b39c47c939a43f98776de1a8e3baf72","181030","霍涵蕾","男","技术部",,"合同制","350206198205094000","15904073555",,,"本科","计算机",,,,,,"23/3/2021 08:48:49","admin",,,,,
"1b9ab5dae2a4475080030388b41aa61c","181022","丘紫雪","男","技术部","网络安全工程师","合同制","350205196504214000","15803883332",,,"大专","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"1bd1c05a64ac43a89feddca30d4cd749","181006","武水绿","男","技术部",,"合同制","350205195906290000","15305815559",,,"本科","计算机",,,,,,"23/3/2021 08:48:49","admin",,,,,
"1beaca9d86804ea3ada1dc3bbf96e88a","181029","红幻波","男","技术部",,"合同制","35020419601122205X","17708718904",,,"本科","计算机",,,,,,"23/3/2021 08:51:36","admin",,,,,
"1bf7948809e147df985cb394168c5125","181016","訾元珊","男","技术部","包装设计师","合同制","35020319710706252X","18808298428",,,"本科","计算机",,,,,,"23/9/2020 03:07:21","login_token_a63f379182c64e909ad9db1b506534d7",,,,,
"1c82d4b7382a437dbd98891fc6bccc89","181027","江觅风","男","技术部",,"合同制","350205196810292000","15803703121",,,"本科","计算机",,,,,,"23/3/2021 08:48:45","admin",,,,,
"1ca57aae03344889a8fde3772afb32ad","181006","武水绿","男","技术部","安全员","合同制","350205195906290000","15305815559",,,"本科","计算机",,,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"1cb214a73834468bacf8dafa7e3d621c","181030","霍涵蕾","男","技术部",,"合同制","350206198205094000","15904073555",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"1cc205d575ae490085ea751cacfdf79c","181025","桓南松","男","技术部","产品质量工程师","合同制","350205197611175000","17708849061",,,"本科","计算机",,,,,,"23/9/2020 03:07:21","login_token_a63f379182c64e909ad9db1b506534d7",,,,,
"1d38acc7463247a8bad6f67baf59c436","181004","乜以寒","男","技术部",,"合同制","350203195408294000","18908498650",,,"本科","计算机",,,,,,"23/3/2021 08:48:54","admin",,,,,
"1d85eb1df3394e799bb60d73f7091eb7","181023","党天春","男","技术部",,"合同制","350202196703075000","18206606474",,,"本科","计算机",,,,,,"23/3/2021 08:48:53","admin",,,,,
"1d9939f8c4b44d6582e47f4dee6b1d16","181004","乜以寒","男","技术部","网络管理工程师","合同制","350203195408294000","18908498650","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"20/8/2020 14:29:46","login_token_1728348620fe405b963d00ff97836a9a",,,,,
"1e286bbe621f4378b5fdfea13bce2d3d","181027","江觅风","男","技术部","计算机管理员","合同制","350205196810292000","15803703121",,,"本科","计算机",,,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"1eb19c468fab4e2d9e2c548d43629c83","181029","红幻波","男","技术部",,"合同制","35020419601122205X","17708718904",,,"本科","计算机",,,,,,"23/3/2021 08:48:51","admin",,,,,
"1ed4b18954e3467285e44d79d62715da","181011","巩痴灵","男","技术部","系统测试工程师","合同制","350203195005123000","18808138242",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"1f7e605d38d74af089c5ccaab5e3e2ee","181012","舒安容","男","技术部",,"合同制","350204198208202000","15203352716",,,"本科","计算机",,,,,,"23/3/2021 08:51:33","admin",,,,,
"1f82e5d6103e4fa0ab0f1c2fdf51bd06","181019","毕幼柏","男","技术部",,"合同制","350202197702093000","13902441672",,,"本科","计算机",,,,,,"23/3/2021 08:48:54","admin",,,,,
"2045c1390c7a4d93bee9eb638f41c635","181002","巩水云","男","技术部",,"合同制","350211195211265000","18808138239",,,"本科","计算机",,,,,,"23/3/2021 08:48:53","admin",,,,,
"20565360b0c8465c8e89fbdee6253a2d","181002","巩水云","男","技术部","硬件工程师","合同制","350211195211265000","18808138239","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"20/8/2020 14:29:46","login_token_1728348620fe405b963d00ff97836a9a",,,,,
"2059dcad69e049ae86a9de63c7652c94","181006","武水绿","男","技术部",,"合同制","350205195906290000","15305815559",,,"本科","计算机",,,,,,"23/3/2021 08:51:31","admin",,,,,
"2130accc7b0543e48398c813ed286161","181024","冯翠丝","男","技术部",,"合同制","350206196204251000","13401140167",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"218c009d2d8c4b8999b47c0ac2e13891","181010","农翠芙","女","技术部",,"合同制","350206197311102000","18507177130",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"2191a372a6774f9eaae062fe0dea7e69","181022","丘紫雪","男","技术部",,"合同制","350205196504214000","15803883332",,,"大专","计算机",,,,,,"23/3/2021 08:48:50","admin",,,,,
"21b8ce094b564310b06fe106b76713a8","181025","桓南松","男","技术部",,"合同制","350205197611175000","17708849061",,,"本科","计算机",,,,,,"23/3/2021 08:51:29","admin",,,,,
"21c8460999094ee99361a394158d979c","181003","禹千青","女","技术部",,"合同制","350201198102091000","15103042363",,,"本科","计算机",,,,,,"23/3/2021 08:48:53","admin",,,,,
"222fc54c04af410793117a57d76d9ef6","181014","祁凌瑶","男","技术部","技术支持经理","合同制","350205197906133000","15103012323",,,"本科","计算机",,,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"22e9e66766ce4fd9ae2447057a2d2880","181025","桓南松","男","技术部",,"合同制","350205197611175000","17708849061",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"2471e7ad5bfb4ee0b8682a89906f281f","181009","牧冰萍","男","技术部",,"合同制","350202196003035000","15605324992",,,"本科","计算机",,,,,,"23/3/2021 08:48:47","admin",,,,,
"24fb417bc9d742d6b612f5a4d2bebcd4","181002","巩水云","男","技术部",,"合同制","350211195211265000","18808138239",,,"本科","计算机",,,,,,"23/3/2021 08:51:36","admin",,,,,
"263972e0a66343f3a5ba6500b7cbfc95","181026","芮秋双","女","技术部",,"合同制","350203196402290000","15505014641",,,"本科","计算机",,,,,,"23/3/2021 08:51:38","admin",,,,,
"265db133b4c54523b4d1ad6402afdb1d","181005","游如柏","男","技术部","网络管理员","合同制","350205195607145000","17708738938",,,"本科","计算机",,,,,,"1/9/2020 07:55:29","login_token_edac55aaabdb4360887d5258fe105ab4",,,,,
"278f2baffc014104ab3bc92685e21c02","181016","訾元珊","男","技术部",,"合同制","35020319710706252X","18808298428",,,"本科","计算机",,,,,,"23/3/2021 08:48:49","admin",,,,,
"28af73158d9e45e79b65183569c9621e","181004","乜以寒","男","技术部",,"合同制","350203195408294000","18908498650",,,"本科","计算机",,,,,,"23/3/2021 08:51:40","admin",,,,,
"28dcb50ab09c4949991f1d88c9bd92db","181007","终念寒","男","技术部","软件工程师","合同制","350205196303282000","17607637666","1/1/1900 00:00:00","1/1/1900 00:00:00","大专","计算机",,"1/1/1900 00:00:00",,,,"20/8/2020 14:29:46","login_token_1728348620fe405b963d00ff97836a9a",,,,,
"2bb85619c6f84f14bfa77dc1dc42c599","181001","於友绿","男","技术部",,"合同制","350203195408294000","13204914516",,,"本科","计算机",,,,,,"23/3/2021 08:51:32","admin",,,,,
"2c52d162eefd4d0294e966d2bf551301","181030","霍涵蕾","男","技术部","安全工程师","合同制","350206198205094000","15904073555","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"20/8/2020 14:29:46","login_token_1728348620fe405b963d00ff97836a9a",,,,,
"2ce6dce1ea97449cb8f9017fcc16d30f","181012","舒安容","男","技术部",,"合同制","350204198208202000","15203352716",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"2cf1e05dfaff492f9eae97424472139a","181013","时紫安","女","技术部",,"合同制","350211196910033000","15002581827",,,"大专","计算机",,,,,,"23/3/2021 08:48:51","admin",,,,,
"2db3df7153b14928b3ff048855869541","181006","武水绿","男","技术部","安全员","合同制","350205195906290000","15305815559","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"18/8/2020 11:44:34","admin",,,,,
"2e34821099a34fc88a77ee6242839414","181013","时紫安","女","技术部",,"合同制","350211196910033000","15002581827",,,"大专","计算机",,,,,,"23/3/2021 08:48:46","admin",,,,,
"2ee36db2f58046bbb5154458c412399f","181021","杜凝蝶","女","技术部",,"合同制","350211196206073000","15703472856",,,"本科","计算机",,,,,,"23/3/2021 08:48:54","admin",,,,,
"2ef0ab87fdca473b800f3454fc1608a2","181028","桂白山","男","技术部",,"合同制","350206195802081000","18306926842",,,"本科","计算机",,,,,,"23/3/2021 08:48:54","admin",,,,,
"2fa65b3bbae34743bff94b4e94a0b137","181004","乜以寒","男","技术部","网络管理工程师","合同制","350203195408294000","18908498650",,,"本科","计算机",,,,,,"23/9/2020 03:07:21","login_token_a63f379182c64e909ad9db1b506534d7",,,,,
"2fbdd5326dfa4f53aaa6eae2bddfd77f","181023","党天春","男","技术部",,"合同制","350202196703075000","18206606474",,,"本科","计算机",,,,,,"23/3/2021 08:51:34","admin",,,,,
"2fcfa878a829488e865d0edfef86671d","181022","丘紫雪","男","技术部",,"合同制","350205196504214000","15803883332",,,"大专","计算机",,,,,,"23/3/2021 08:51:40","admin",,,,,
"305476aee83f4259a92c46cbf32b37d2","181002","巩水云","男","技术部",,"合同制","350211195211265000","18808138239",,,"本科","计算机",,,,,,"23/3/2021 08:48:45","admin",,,,,
"30b36b656d684893b0b37315102e8175","181027","江觅风","男","技术部","计算机管理员","合同制","350205196810292000","15803703121",,,"本科","计算机",,,,,,"23/9/2020 03:07:21","login_token_a63f379182c64e909ad9db1b506534d7",,,,,
"314683949d8e41f2bba0f3edc75bd8f3","181016","訾元珊","男","技术部",,"合同制","35020319710706252X","18808298428",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"314ed81dcd2643679a82842fe3fbd625","181025","桓南松","男","技术部",,"合同制","350205197611175000","17708849061",,,"本科","计算机",,,,,,"23/3/2021 08:51:29","admin",,,,,
"31998e367bc646be87059cc76db3f194","181012","舒安容","男","技术部",,"合同制","350204198208202000","15203352716",,,"本科","计算机",,,,,,"23/3/2021 08:51:29","admin",,,,,
"319ce23d8898409c8b76ef238acc7d9b","181015","越翠绿","男","技术部",,"合同制","350202198105274000","18708058142",,,"本科","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"3229144012814e75a3548ab5ab75471b","181023","党天春","男","技术部","布线工程师","合同制","350202196703075000","18206606474","1/1/1900 00:00:00","1/1/1900 00:00:00","本科","计算机",,"1/1/1900 00:00:00",,,,"20/8/2020 14:29:46","login_token_1728348620fe405b963d00ff97836a9a",,,,,
"324778ce3f7948b69ce038fd9b54d36d","181020","於迎曼","男","技术部","硬件工程师","合同制","350203195009011000","13204894498",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"3257ad8d87534ec0b7e6ac542f5e4163","181008","卫丹雪","男","技术部",,"合同制","350201195306080000","13401200235",,,"本科","计算机",,,,,,"23/3/2021 08:48:55","admin",,,,,
"329ca3e2c6cc49d68ad8ed4480f6ae59","181008","卫丹雪","男","技术部","高级程序员","合同制","350201195306080000","13401200235",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"330ca8e915444fa9b74271b9b86cff99","181020","於迎曼","男","技术部",,"合同制","350203195009011000","13204894498",,,"本科","计算机",,,,,,"23/3/2021 08:48:51","admin",,,,,
"33267767ca3e4423834da0e363a1bba8","181024","冯翠丝","男","技术部",,"合同制","350206196204251000","13401140167",,,"本科","计算机",,,,,,"23/3/2021 08:51:40","admin",,,,,
"333ab4ff63c640c69355eac85564beda","181002","巩水云","男","技术部",,"合同制","350211195211265000","18808138239",,,"本科","计算机",,,,,,"23/3/2021 08:48:51","admin",,,,,
"33da45e28a07451a9dd9103443f8cfb8","181015","越翠绿","男","技术部",,"合同制","350202198105274000","18708058142",,,"本科","计算机",,,,,,"23/3/2021 08:51:38","admin",,,,,
"346a477584fa44978bbdf59e253ee34f","181001","於友绿","男","技术部","研发主管","合同制","350203195408294000","13204914516",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
"358a09a6baa9411f86c966f938523255","181022","丘紫雪","男","技术部",,"合同制","350205196504214000","15803883332",,,"大专","计算机",,,,,,"23/3/2021 08:51:39","admin",,,,,
"35a6da6451cf407097cacb6e8965bb21","181030","霍涵蕾","男","技术部",,"合同制","350206198205094000","15904073555",,,"本科","计算机",,,,,,"23/3/2021 08:51:37","admin",,,,,
"35fdde2efe1748ab953a8850bb34936f","181010","农翠芙","女","技术部",,"合同制","350206197311102000","18507177130",,,"本科","计算机",,,,,,"23/3/2021 08:51:31","admin",,,,,
"361a4b61420343ceb6a4346c86c278ed","181001","於友绿","男","技术部","研发主管","合同制","350203195408294000","13204914516",,,"本科","计算机",,,,,,"15/10/2020 11:39:27","login_token_aacf2ed958c34769bc4013a7a184f83c",,,,,
